"","fips","aveBMI","avePM.idw","per.black","per.latinx","per.asnam","per.white","med.hinc","med.hval","lt.HS","female.unemp","male.unemp","climate.region"
"165",13047,29.9440786,11.07299489,0.019228365,0.018332569,0.011666181,0.937752594,46544,132600,21.8,6.2,5.4,"southeast"
"166",13051,27.93383429,10.54446486,0.367227149,0.04868346,0.024439233,0.543440213,NA,177100,18.7,6,5.8,"southeast"
"167",13053,32.15186051,12.66695732,0.177136596,0.114438763,0.022766009,0.651692233,51089,91900,14.7,5.9,9,"southeast"
"168",13055,28.36307402,12.644068,0.122934961,0.030808156,0.003919234,0.832465149,32419,80400,28.3,8.9,9.2,"southeast"
"169",13057,27.84577298,12.275841,0.050963159,0.083049168,0.01614273,0.835329996,66320,201900,22.5,6.4,6.3,"southeast"
"170",13059,26.13373727,11.380583,0.23154812,0.082385685,0.044157813,0.625749032,34253,161400,5.7,5.6,5.5,"southeast"
"171",13063,27.79055134,13.11614168,0.637946271,0.118360487,0.052563095,0.174805498,43311,127800,25.3,11.9,11.8,"southeast"
"172",13067,27.53128624,12.38005999,0.231458333,0.103754757,0.044510165,0.60082566,65522,211000,18.2,7,6.3,"southeast"
"173",13073,27.18065144,12.3060793,0.139080039,0.042795563,0.040269051,0.758108662,66333,168700,21.5,5.7,4.9,"southeast"
"174",13075,28.90772356,9.917308,0.257940942,0.048124501,0.006065443,0.67877095,31390,80000,20.4,11.4,9.4,"southeast"
"175",13083,26.11385825,10.47582558,0.00988733,0.013566337,0.006898138,0.95546869,39760,123400,15,8.5,5.8,"southeast"
"176",13085,25.77845314,11.39009,0.004290601,0.034904621,0.005740129,0.943062562,51128,201400,16.1,8.7,7.5,"southeast"
"177",13089,27.50011564,12.50557806,0.515455893,0.089075228,0.052830812,0.32526573,51349,190000,19.1,10.6,10.2,"southeast"
"178",13095,29.03832443,12.176703,0.632954109,0.019364668,0.008244223,0.329000014,32435,100300,22.8,11.3,13.4,"southeast"
"179",13097,29.90836326,12.62082229,0.361652788,0.06936861,0.015031095,0.537725308,55852,157300,23,10.1,8.6,"southeast"
"180",13103,28.171536,10.54849477,0.127918809,0.023216581,0.008461868,0.826022922,56903,153500,25.4,7.1,6.9,"southeast"
"181",13113,25.16401073,12.96466119,0.187872763,0.053308355,0.036537187,0.707192741,82216,252700,17.5,4.1,5.2,"southeast"
"182",13115,27.87849409,12.56295235,0.1321358,0.073773191,0.012569986,0.770872214,41066,118300,21.8,7.6,7.8,"southeast"
"183",13117,25.90669643,11.93644511,0.023528737,0.085196469,0.059038868,0.820369187,87605,276700,22,6,5,"southeast"
"184",13121,26.08765052,13.85977369,0.422857917,0.069546794,0.055410582,0.4337654,56709,253100,15.9,8.5,7.6,"southeast"
"185",13127,26.40198318,10.676923,0.234588956,0.054358805,0.011010845,0.687490686,50337,180900,25.6,5.8,7,"southeast"
"186",13133,30.21917707,11.380583,0.342206821,0.045128771,0.003701662,0.599275419,38513,124300,36.4,9.7,12.1,"southeast"
"187",13135,27.51092332,12.35689157,0.215001735,0.179149127,0.109648554,0.478279537,63219,194200,23.4,8.4,7,"southeast"
"188",13137,24.99419282,8.688073,0.037083422,0.09154779,0.021077069,0.83883679,40192,144600,15.2,5.3,7.8,"southeast"
"189",13139,28.76095392,11.39009,0.070538458,0.210217885,0.017325777,0.691695363,50876,175200,31.7,6.1,5.6,"southeast"
"190",13143,29.67967577,11.2625,0.047570427,0.008678702,0.005012299,0.92750731,38996,109000,30.3,12.6,14,"southeast"
"191",13145,25.39726085,12.61611019,0.170982545,0.023231992,0.009505859,0.784069491,67018,196000,22.7,6.8,5.3,"southeast"
"192",13151,28.28786591,12.73433371,0.343645375,0.049783385,0.029404221,0.559615984,63923,171500,22.3,8.3,7.3,"southeast"
"193",13153,27.55936904,12.29140156,0.266880841,0.052309856,0.025310275,0.637199855,55098,132500,19.5,8.9,6.9,"southeast"
"194",13157,25.36241632,11.38568171,0.067079208,0.050652565,0.015414041,0.856120612,51506,166000,30.7,5.5,5,"southeast"
"195",13163,28.65754614,11.212745,0.524843985,0.026858362,0.003554783,0.438423256,29268,74500,21.1,10,14.4,"southeast"
"196",13169,25.6248659,12.79276462,0.242781657,0.008869598,0.006793735,0.733062842,50717,135200,22.3,4.4,5.2,"southeast"
"197",13177,26.98356839,12.176703,0.182144085,0.01708982,0.020625645,0.769631194,59811,145300,27.8,4.9,5.4,"southeast"
"198",13185,28.44561741,9.917308,0.336737051,0.042145314,0.01480617,0.589645406,39096,128800,13.3,7.1,9.6,"southeast"
"199",13187,25.05002791,11.39009,0.011085353,0.036290832,0.004425711,0.928387777,43394,170400,13.4,6.3,9.1,"southeast"
"200",13195,32.9561225,11.380583,0.081756566,0.030217453,0.00630707,0.87282312,41343,128100,29.6,6.5,7.2,"southeast"
"201",13205,27.32079095,12.176703,0.459517608,0.038217642,0.004982448,0.48839316,36198,76800,37.3,8.8,7.3,"southeast"
"202",13207,30.89982711,13.768546,0.23472229,0.017146207,0.007815935,0.731131845,48297,152400,29.2,6,5.2,"southeast"
"203",13211,28.13895188,11.380583,0.230099039,0.022637575,0.004914737,0.733114901,45817,169400,18.8,5.6,10.5,"southeast"
"204",13215,29.37185366,12.50247385,0.430258976,0.056296758,0.0222455,0.470404213,41331,131900,16.6,8.4,7.9,"southeast"
"205",13219,25.75793414,11.380583,0.050840247,0.036332695,0.029865986,0.874069347,74352,228700,20.5,5.2,4.3,"southeast"
"206",13221,28.52367685,11.380583,0.173660085,0.02803244,0.004319464,0.782440056,39319,134400,27.8,7.6,3.6,"southeast"
"207",13223,27.16025954,11.76015612,0.156575632,0.042678625,0.009180691,0.775975008,62348,149600,21.4,8,7.7,"southeast"
"208",13225,27.68932265,12.46676663,0.456888889,0.057309942,0.008233918,0.464888889,41014,113900,10.7,8.9,9.7,"southeast"
"209",13233,28.81300861,11.53398268,0.119524138,0.091393079,0.006079727,0.773439811,38646,108300,29.5,8.3,11.3,"southeast"
"210",13241,27.36307715,8.688073,0.005604421,0.063750292,0.004514673,0.912897953,34406,175700,16.2,5.6,11,"southeast"
"211",13245,27.94308098,12.37779343,0.50530269,0.037224617,0.019009019,0.418079395,37882,99300,21.1,9.9,11,"southeast"
"212",13247,29.27446554,12.39924492,0.424840693,0.080528402,0.018490875,0.460811223,55779,169900,21.6,11.6,10.2,"southeast"
"213",13255,30.11824352,13.366071,0.302870753,0.033680164,0.008796122,0.642994442,41100,124400,31.6,10.1,10.6,"southeast"
"214",13257,27.65141345,8.688073,0.103496019,0.017949859,0.00657667,0.861543787,34938,108100,20.1,8.6,6.9,"southeast"
"215",13295,31.79187499,10.58873492,0.040228571,0.012819048,0.004285714,0.930895238,38723,108100,33.8,9.2,10.7,"southeast"
"216",13297,27.94450514,11.90124801,0.144802223,0.026462896,0.010624387,0.806407323,51721,164900,25.3,6.6,6.5,"southeast"
"217",13303,25.40249028,11.212745,0.507713277,0.018524255,0.004584598,0.463230283,NA,77500,32.2,4,11.2,"southeast"
"218",13311,26.20869939,11.39009,0.016902215,0.017666157,0.003915202,0.947860963,41756,171000,31.4,4.9,5.2,"southeast"
"219",13313,27.31861858,10.83580702,0.037808937,0.25529216,0.012111954,0.685280157,42345,130000,38.1,9.5,6.2,"southeast"
"220",13321,25.5216059,12.176703,0.257039667,0.013283546,0.003366797,0.716148384,38670,85400,28.6,12,14.6,"southeast"
"221",16001,26.9340711,5.260127453,0.009121489,0.05906277,0.023692315,0.884666683,55835,214500,14.1,5.1,6.5,"northwest"
"222",16011,27.74142318,4.51125,0.000851,0.147223404,0.007068294,0.77931215,44128,125300,17.5,3.5,6.9,"northwest"
"223",16027,28.44583724,5.715926886,0.00408712,0.195826348,0.008684164,0.768865264,43218,151300,24.3,7.8,9.3,"northwest"
"224",17001,29.23499618,10.453448,0.03011115,0.009139847,0.006390148,0.944270168,43824,98400,12.1,4.8,5.2,"ohio_valley"
"225",17007,28.08919379,9.887736,0.015748031,0.163353343,0.01221382,0.799381513,61210,174400,27.9,8.5,10.8,"ohio_valley"
"226",17015,29.74531229,12.18337299,0.006952397,0.02200229,0.002208408,0.961148372,44805,98500,16.9,4.3,8,"ohio_valley"
"227",17019,26.74639545,10.578571,0.104344391,0.046882137,0.095961778,0.733182306,45262,145200,4.5,5.7,4.8,"ohio_valley"
"228",17023,30.20399299,12.61045076,0.001981454,0.008797654,0.003011809,0.97907585,43597,84100,23.2,6.6,6.4,"ohio_valley"
"229",17031,27.60439178,12.27964718,0.233031538,0.207511366,0.064832507,0.481148901,53942,265800,17.8,8.7,9.5,"ohio_valley"
"230",17033,41.48640285,12.302609,0.055252474,0.017952296,0.004947983,0.914488708,41434,70400,27.7,12.5,13.7,"ohio_valley"
