ent,Date,pm25,bc,Sodium,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Ba,Pb
3531,9/1/07,2.7,0.19672609,0.0624,0.0217,0.0258,0.2238,5.00E-04,0.0308,0.0107,0.003,7.00E-04,6.00E-04,0,0.0232,1.00E-04,0.0039,0.0064,0.001,0.0018,0,0.0053,0.0079
3532,9/2/07,5.8,0.36401181,0.1195,0.0336,0.0488,0.4269,8.00E-04,0.0461,0.0139,0.002,5.00E-04,2.00E-04,0,0.0415,0.0011,8.00E-04,0.008,0,0,0,0.0084,0.0105
3533,9/3/07,17.4,0.47874028,0.2982,0.0564,0.0647,2.5547,0.0028,0.0499,0.0306,0.0039,9.00E-04,0,0,0.0531,0,0.0046,0.0123,0.0017,0,0.0037,0,0.0161
3534,9/4/07,5,0.49580937,0.0853,0.0885,0.1391,0.2057,0.0016,0.0247,0.0753,0.0063,9.00E-04,6.00E-04,0.0033,0.0925,0.0012,0.0134,0.0086,0.0012,0,0,0.0183,0.0034
3535,9/5/07,4.4,0.77591288,0.1478,0.0833,0.1265,0.2254,0.001,0.0234,0.048,0.0034,7.00E-04,0,0,0.0723,7.00E-04,0.0014,0.0049,0,0,6.00E-04,0,0.0046
3536,9/6/07,5.1,0.42104861,0.1702,0.0639,0.0833,0.4998,4.00E-04,0.0216,0.0248,0.0028,0.0014,7.00E-04,0,0.0515,2.00E-04,0,0.0062,2.00E-04,0,2.00E-04,0.0039,0.0017
3537,9/7/07,18,0.6346913,0.4755,0.0889,0.0888,2.7467,0.0012,0.0366,0.0335,0.003,0.0028,0,0,0.059,0.0011,0.0042,0.0059,0,0,0,0.0042,0.0017
3538,9/8/07,17.7,0.45034583,0.4972,0.0838,0.1048,2.5367,0.0043,0.049,0.0323,0.0043,0.0023,2.00E-04,0.0015,0.0524,0.0037,0.0093,0.0133,0,5.00E-04,0.0016,0,0.0054
3539,9/9/07,8.2,0.39692319,0.379,0.0339,0.0246,0.9329,0.001,0.0243,0.0227,0.0025,0.0026,2.00E-04,0,0.0317,0.0028,0.0063,0.0046,0,0,0,0.0087,0.0027
3540,9/10/07,10.5,0.91156742,0.2013,0.0287,0.0372,1.3895,0.0011,0.0167,0.0269,0.0025,0.0036,5.00E-04,0,0.0474,0.0015,0.0045,0.0112,0.0013,0,0.0016,0.0125,0.0039
3541,9/11/07,5.2,0.82978409,0.0952,0.0259,0.0264,0.6282,1.00E-04,0.014,0.0156,0.0015,0.0014,3.00E-04,2.00E-04,0.0437,0.0024,0.0043,0.0085,0.001,0,0,0.0044,0.0033
3542,9/12/07,3,0.32381951,0.0544,0.0309,0.0595,0.2292,6.00E-04,0.0121,0.0437,0.0024,0,0.0013,0,0.0522,3.00E-04,0.0055,0.0057,0,0,0,0.0045,1.00E-04
3543,9/13/07,5.8,0.55242754,0.0619,0.0457,0.064,0.4619,0.0012,0.0177,0.0421,0.0038,0.001,9.00E-04,2.00E-04,0.1298,8.00E-04,0.0057,0.0064,0,0,2.00E-04,0.0137,0.0064
3544,9/14/07,5.4,0.60476957,0.1372,0.0358,0.0419,0.5704,8.00E-04,0.0141,0.0164,6.00E-04,0.002,4.00E-04,0,0.0351,0.0019,0,0.0037,6.00E-04,0,0,5.00E-04,0.0076
3545,9/15/07,,0.34571123,,,,,,,,,,,,,,,,,,,,
3546,9/16/07,,0.20877917,,,,,,,,,,,,,,,,,,,,
3547,9/17/07,,0.72800243,,,,,,,,,,,,,,,,,,,,
3548,9/18/07,,0.79015079,,,,,,,,,,,,,,,,,,,,
3549,9/19/07,,0.97109848,,,,,,,,,,,,,,,,,,,,
3550,9/20/07,24.6,1.56465833,0.2382,0.0795,0.1181,1.9283,0.0084,0.0419,0.0659,0.0072,0.0121,0.001,0.0033,0.1969,0.0056,0.0084,0.0232,5.00E-04,0,0.0036,0.0074,0.01
3551,9/21/07,,2.08501667,,,,,,,,,,,,,,,,,,,,
3552,9/22/07,13.2,0.67033712,0.2571,0.0444,0.0362,2.2008,5.00E-04,0.0319,0.0191,0.0043,0.0027,8.00E-04,0,0.0383,1.00E-04,9.00E-04,0.0072,0,0,7.00E-04,0.017,0.01
3553,9/23/07,3.6,,0.059,0.0428,0.0782,0.2515,0.0013,0.024,0.0291,0.0029,1.00E-04,7.00E-04,0,0.0379,3.00E-04,3.00E-04,0.0061,0,0.0022,0,0.009,0.0029
3554,9/24/07,6.5,,0.1154,0.0768,0.126,0.4072,0.0052,0.0291,0.0606,0.0053,0.0014,2.00E-04,1.00E-04,0.087,2.00E-04,0.0026,0.0131,0,0,0.0017,0.0109,0.004
3555,9/25/07,17.7,1.01887118,0.2916,0.0704,0.1147,2.526,0.0022,0.054,0.0364,0.0045,0.0027,4.00E-04,1.00E-04,0.0984,0.0024,0.0031,0.0092,0,0,6.00E-04,0.0161,0.0062
3556,9/26/07,27.1,1.02355507,0.5334,0.0895,0.0863,3.8561,0.0041,0.063,0.0363,0.0036,0.0038,3.00E-04,0,0.0636,0.0025,0.0042,0.0131,4.00E-04,0.0015,0.0047,0.0063,0.0016
3557,9/27/07,12.2,0.80827652,0.4053,0.0567,0.0551,1.9211,0.0017,0.0301,0.0245,0.0028,0.002,0,0,0.0414,7.00E-04,0.0011,0.0068,7.00E-04,0,7.00E-04,0,0.0094
3558,9/28/07,4.9,0.39005688,0.0415,0.0399,0.0465,0.5591,5.00E-04,0.0185,0.027,0.002,0,5.00E-04,0,0.0406,9.00E-04,0.0047,0.0042,0,0,2.00E-04,6.00E-04,0.003
3559,9/29/07,4.8,0.26974549,0.0112,0.0463,0.0606,0.3931,9.00E-04,0.0346,0.0254,0.0028,7.00E-04,6.00E-04,0.001,0.0476,0.0011,0,0.0087,0.0017,0,1.00E-04,0.0081,0.009
3560,9/30/07,3.9,0.2811808,0.2217,0.0121,0.0276,0.2273,0.0254,0.015,0.0129,0.0011,0.0055,5.00E-04,0,0.054,0.0028,0.0067,0.0045,0.0013,0,0.0013,0,0.006
3561,10/1/07,5.4,0.43771739,0.0096,0.0346,0.0682,0.3585,0.0025,0.0196,0.035,0.0043,0.0012,0,0,0.089,8.00E-04,0.0043,0.0059,0.0014,0,0.0018,0.0165,0.0074
3562,10/2/07,7.9,0.98126667,0.2326,0.0414,0.057,1.034,0.0011,0.0229,0.0337,0.0048,0.0042,0,3.00E-04,0.0886,0.0011,0.0021,0.0061,0,0,0,0.008,0.0058
3563,10/3/07,6.8,0.97789965,0.2154,0.0426,0.0639,0.8448,0.0021,0.0197,0.0371,0.0046,0.0026,8.00E-04,0,0.0762,6.00E-04,0,0.0097,0,0,4.00E-04,0.0148,0.0026
3564,10/4/07,18.1,0.8997809,0.3859,0.1027,0.1618,2.233,0.0072,0.0766,0.0634,0.01,0.0026,5.00E-04,0.0015,0.1821,0.0029,0.0096,0.0154,0,9.00E-04,9.00E-04,0.0082,0.0035
3565,10/5/07,25.3,1.35462897,0.4087,0.0914,0.0997,3.4861,0.0037,0.0448,0.0373,0.0065,0.0015,9.00E-04,0.0015,0.0895,0.0033,0.007,0.0096,5.00E-04,0,0.002,0.0287,0.007
3566,10/6/07,20.1,1.28324206,0.2989,0.0891,0.0939,2.5714,0.0053,0.0647,0.0394,0.005,0.015,3.00E-04,6.00E-04,0.0977,0.0041,0.0074,0.0136,0.0022,7.00E-04,0.0038,0.0028,0.0098
3567,10/7/07,6.3,0.57549826,0.1173,0.0397,0.0571,0.5109,0.0015,0.0357,0.0139,0.0025,0,8.00E-04,0,0.0518,9.00E-04,1.00E-04,0.0081,9.00E-04,0,0,0.0104,0.0049
3568,10/8/07,8,0.71457197,0.1334,0.0385,0.0395,0.7445,0.0015,0.0318,0.0184,0.0022,0.0012,7.00E-04,0,0.0549,6.00E-04,0.004,0.0077,0.0014,0,0.0012,0.0039,0.0085
3569,10/9/07,4.3,0.46756884,0.1371,0.0658,0.0881,0.2488,0.0024,0.025,0.032,0.0024,0.0013,7.00E-04,0,0.0562,6.00E-04,0.0026,0.0076,9.00E-04,0,0,0.0148,0.0019
3570,10/10/07,4.8,0.56973188,0.2384,0.0271,0.0472,0.4258,0.0015,0.0165,0.0295,0.0014,0.006,9.00E-04,0,0.0521,0.0042,0.0038,0.0042,0,0,0.0013,0.008,0.009
3571,10/11/07,5,0.64057955,0.2116,0.0325,0.0268,0.6147,8.00E-04,0.0146,0.0243,0.0021,0,0,0,0.0365,0,0,5.00E-04,9.00E-04,0,0,0.0019,0.0086
3572,10/12/07,4,0.46082847,0.0244,0.0285,0.0357,0.4612,0.001,0.0169,0.0185,0.0019,4.00E-04,4.00E-04,0,0.0268,0.0013,0.005,0.0032,0,0.003,0,0,6.00E-04
3573,10/13/07,6.4,0.24175471,0.0836,0.0535,0.0582,0.6712,0.0015,0.0367,0.0189,0.0044,0,5.00E-04,0,0.0499,0,0.0034,0.0057,4.00E-04,0,0,0.0145,0.0075
3574,10/14/07,4.1,0.23823924,0.0597,0.0419,0.071,0.2772,0,0.0262,0.0156,0.0027,8.00E-04,0,0,0.0505,0.0011,0.0022,0.0024,0,0,0,0,0.0043
3575,10/15/07,4.9,0.5321721,0.085,0.0622,0.0845,0.3295,6.00E-04,0.0278,0.0398,0.003,0,3.00E-04,0,0.0709,5.00E-04,0.0037,0.0067,0,0,1.00E-04,0.0246,0.0065
3576,10/16/07,6.6,0.55213889,0.121,0.0772,0.1079,0.5436,0.0016,0.0338,0.051,0.0072,9.00E-04,9.00E-04,0.0015,0.1214,0.002,0.0078,0.0123,0,0,0,0,0.0063
3577,10/17/07,18.6,1.45509015,0.2503,0.084,0.1388,1.9305,0.0034,0.0462,0.064,0.0089,0.0025,0.0012,0.0021,0.1482,0.0036,0.009,0.0185,0,0,5.00E-04,0.0171,0.0144
3578,10/18/07,30.6,2.02295978,0.3229,0.0529,0.0681,3.6019,0.0071,0.0488,0.0426,0.0043,0.0133,7.00E-04,1.00E-04,0.1638,0.0038,0.0065,0.0154,9.00E-04,0,0.0022,0.0079,0.005
3579,10/19/07,4.7,0.83812273,0.2488,0.0403,0.0314,0.774,0.0011,0.0183,0.0183,0.0013,8.00E-04,7.00E-04,0,0.0229,0.0014,0.0013,0.0012,0,0,0.0023,0.0087,0.0067
3580,10/20/07,6.3,0.2650092,0.083,0.0514,0.0486,0.8931,3.00E-04,0.0292,0.0179,0.0015,6.00E-04,0,7.00E-04,0.0402,1.00E-04,0.0048,0.004,0,0,0,0.016,0.0044
3581,10/21/07,8.8,0.28957778,0.1632,0.0576,0.0812,1.0041,2.00E-04,0.0443,0.0293,0.002,7.00E-04,9.00E-04,0.0012,0.0675,0.001,3.00E-04,0.0101,0.0011,0,1.00E-04,0,0.0067
3582,10/22/07,11.6,0.72634848,0.2714,0.0645,0.0774,1.6328,0.0019,0.0318,0.0345,0.004,0.0022,0,0,0.0606,5.00E-04,0.005,0.0046,0.0015,0,7.00E-04,0,0.0088
3583,10/23/07,5.7,0.41584457,0.4086,0.037,0.0487,0.8773,0.0173,0.022,0.0337,0.0016,0.0017,7.00E-04,0,0.0378,3.00E-04,0.0024,0.005,0,0,0,0,0.0033
3584,10/24/07,4.7,0.59842899,0.0818,0.0404,0.0854,0.3274,0.0027,0.0241,0.0413,0.0052,0.0014,1.00E-04,0,0.0813,0.0015,0.0024,0.0122,0,0,5.00E-04,0.0037,0.0072
3585,10/25/07,9.5,0.67284239,0.1265,0.0554,0.099,0.5589,0.0071,0.0595,0.0554,0.0076,0.002,1.00E-04,0.0023,0.1461,7.00E-04,0.0063,0.0285,3.00E-04,0,0,0.0101,0.0089
3586,10/26/07,6.2,0.8435279,0.263,0.0466,0.0635,0.4767,0.0061,0.0364,0.0295,0.0029,0.0032,0.0012,0.0014,0.0647,0.0022,0.0043,0.0126,9.00E-04,0,7.00E-04,0,0.0065
3587,10/27/07,5.7,0.52338971,0.2072,0.0461,0.0337,0.8211,0.0012,0.0207,0.0136,0.0021,0.0013,9.00E-04,3.00E-04,0.0363,8.00E-04,0,0.0027,0.0019,0,0,0.0216,0.0043
3588,10/28/07,3,0.15956558,0.0446,0.0327,0.0576,0.2375,0.002,0.0205,0.0174,0.0041,4.00E-04,6.00E-04,3.00E-04,0.0353,0.0011,0.0049,0.0055,0,0,0,0.0199,0.0026
3589,10/29/07,5.2,0.39491377,0.0765,0.0472,0.0761,0.3643,0.001,0.0377,0.0364,0.0049,7.00E-04,0,3.00E-04,0.0931,0,0.0016,0.009,0,0,0.0011,0.0166,0.0051
3590,10/30/07,13.4,0.7155,0.2071,0.0641,0.1332,1.1522,0.0021,0.0813,0.0529,0.009,0.0016,8.00E-04,0.002,0.1584,0.0011,0.0055,0.0174,0.0022,0,0.0026,0.0133,0.0091
3591,10/31/07,12.3,1.10934529,0.2649,0.0604,0.0769,1.7775,0.0017,0.0486,0.0286,0.0039,0.0027,3.00E-04,8.00E-04,0.0609,0.0025,0.0052,0.0106,3.00E-04,0,7.00E-04,0.0078,0.0069
3592,11/1/07,5.6,0.45804341,0.205,0.063,0.0889,0.7032,0.0024,0.0354,0.0406,0.0032,8.00E-04,0,0.0011,0.0523,8.00E-04,0,0.009,0,0,0.0024,0,0.0107
3593,11/2/07,3.6,0.39838576,0.2525,0.0336,0.0731,0.2529,0.1412,0.0244,0.0431,0.0037,0.0015,0,0.0023,0.0573,0,0.0073,0.0059,0,0,0.0012,0.0067,0.0039
3594,11/3/07,3.7,0.20425486,0.219,0.0296,0.0324,0.3093,0.0334,0.0276,0.0158,8.00E-04,0.0011,0,0,0.0177,0,0.0049,0.0045,0,0,0.0024,0.005,0.0062
3595,11/4/07,10.7,0.36099261,0.0861,0.0574,0.1123,0.9595,0.0028,0.062,0.0355,0.0049,0.0014,0,0.0025,0.0918,0.0027,0.005,0.0175,0,0,0,0.0189,0.0069
3596,11/5/07,9.5,1.0121758,0.1903,0.0667,0.0969,0.9995,0.0055,0.0528,0.0361,0.0037,3.00E-04,7.00E-04,0.001,0.0864,0.0016,0.003,0.0128,0,0,0.002,0.0046,0.01
3597,11/6/07,6.8,0.67390657,0.1379,0.0323,0.055,0.745,0.002,0.0374,0.0158,0.0017,6.00E-04,5.00E-04,0,0.0443,7.00E-04,0.0057,0.0071,0,0,0,0.0041,0.004
3598,11/7/07,4.2,0.38836597,0.0358,0.0385,0.0653,0.4772,9.00E-04,0.0254,0.0327,0.003,4.00E-04,0,0,0.0606,0.0019,0.0057,0.0068,0.0011,0,3.00E-04,0,0.0062
3599,11/8/07,10.1,0.65456944,0.1099,0.0631,0.1162,0.8737,0.003,0.0698,0.0463,0.007,0.0015,8.00E-04,0.0038,0.1393,0.0033,0.0077,0.026,2.00E-04,0,3.00E-04,0.0115,0.0075
3600,11/9/07,7.8,0.99828124,0.132,0.0419,0.0702,0.6699,0.0034,0.0427,0.031,0.0041,0.0031,5.00E-04,0,0.0698,0.0027,0.0048,0.0126,0.0011,0,0.0024,0.0194,0.0071
3601,11/10/07,5.6,0.32352038,0.1502,0.0433,0.0631,0.5748,0.0018,0.0553,0.0278,0.002,4.00E-04,3.00E-04,0,0.0421,0.0019,0.0037,0.0103,2.00E-04,0,2.00E-04,0,0.0073
3602,11/11/07,7.2,0.28549825,0.0947,0.0592,0.0478,0.7868,0.0018,0.0432,0.0237,0.0023,0.0014,1.00E-04,0,0.0436,3.00E-04,0.0016,0.0066,0.001,0,5.00E-04,0.0173,0.0066
3603,11/12/07,13.4,0.58597778,0.1351,0.0513,0.0666,1.3728,0.0019,0.0509,0.0257,0.0027,0.0013,9.00E-04,0.0027,0.0629,0.0025,0.0044,0.0141,0.0017,0,0.0015,0.0016,0.0091
3604,11/13/07,11.3,0.98531775,0.1786,0.0493,0.0661,1.1412,0.0017,0.0579,0.0365,0.005,0.0016,7.00E-04,0,0.1236,0.0018,0.0047,0.0166,0,0,0.0029,0.0206,0.0128
3605,11/14/07,14.5,0.89378093,0.4785,0.0534,0.0519,2.0322,0.003,0.0564,0.0311,0.0015,0.0024,7.00E-04,0,0.0532,0.002,0.0035,0.0087,0,0,0.0018,0.0119,0.0022
3606,11/15/07,9.2,0.58523993,0.3319,0.0421,0.0374,1.2482,0.0043,0.0392,0.0211,0.0017,4.00E-04,0,0,0.0532,0.0015,0,0.0152,0.001,0,0.0013,0.0063,0.0025
3607,11/16/07,2,0.24151528,0.0255,0.0209,0.0269,0.2189,2.00E-04,0.0108,0.0156,0.002,4.00E-04,4.00E-04,0,0.038,0,6.00E-04,0.0088,0,0,0,0.0118,0.0063
3608,11/17/07,5.4,0.27045278,0.072,0.0245,0.0296,0.5783,5.00E-04,0.0301,0.018,0.0021,6.00E-04,0,0,0.0371,5.00E-04,0.0023,0.005,6.00E-04,0,2.00E-04,4.00E-04,0.0103
3609,11/18/07,4.1,0.28714931,0.1548,0.0411,0.0353,0.2778,0.0013,0.0311,0.0185,0.0019,9.00E-04,6.00E-04,0,0.0332,2.00E-04,0.002,0.0092,0.0016,0,0.0011,0.0143,0.0023
3610,11/19/07,7.3,0.46469941,0.2232,0.0564,0.0663,0.5847,0.0035,0.0424,0.0383,0.0032,0.0019,6.00E-04,0,0.0741,0.0023,0.0059,0.0161,9.00E-04,0,0,0.0085,0.0035
3611,11/20/07,10.7,1.09764708,0.0873,0.0336,0.0341,0.7534,0.0077,0.0439,0.0209,0.0039,0.0016,7.00E-04,0,0.0648,0.0011,0.0045,0.0157,0.0011,0,0,0.0142,0.0046
3612,11/21/07,19.3,1.33876443,0.1426,0.0276,0.0297,1.5201,0.0053,0.0735,0.0157,0.002,0.0016,7.00E-04,0,0.068,0.0011,0.0049,0.026,0,0,0.0014,0.0099,0.0065
3613,11/22/07,11,1.5390411,0.3701,0.0444,0.0453,1.2698,0.0031,0.0594,0.0263,0.0022,0.0025,2.00E-04,0,0.0492,0.0025,0.0029,0.0097,8.00E-04,0,0.002,0.0064,0.0038
3614,11/23/07,3.3,0.21987721,0.1199,0.0357,0.0425,0.3421,5.00E-04,0.021,0.0183,0.0013,9.00E-04,1.00E-04,0,0.0371,8.00E-04,3.00E-04,0.0047,0,0,0.0032,0.0103,0.0024
3615,11/24/07,7.9,0.28611806,0.038,0.0358,0.0357,0.4079,0.0014,0.0608,0.0172,0.0022,6.00E-04,0,0,0.039,0,0.0047,0.0086,0,0,2.00E-04,5.00E-04,0.0095
3616,11/25/07,14.2,0.56068827,0.2013,0.0411,0.0711,1.2361,0.0028,0.0858,0.0215,0.0042,0.0026,3.00E-04,6.00E-04,0.0556,0.0029,0.0047,0.0184,0,0.001,0.0032,0,0.0075
3617,11/26/07,9.5,1.19942249,0.101,0.0143,0.0189,0.9882,0.0012,0.029,0.0204,0.0019,0.0025,8.00E-04,0,0.0693,0.0028,0.0015,0.0122,0,0,0.001,0.0129,0.0057
3618,11/27/07,4,0.28863264,0.0441,0.0197,0.0346,0.465,6.00E-04,0.0219,0.0238,0.0017,1.00E-04,0,0,0.0561,1.00E-04,0.0048,0.0116,0,0,0,0.0011,0.004
3619,11/28/07,5.6,0.42083528,0.0825,0.0373,0.0683,0.4303,0.0013,0.034,0.0286,0.0041,0.0023,6.00E-04,0,0.0798,7.00E-04,0.0071,0.0178,0.0015,6.00E-04,0.0015,0,0.0036
3620,11/29/07,6.9,0.57609689,0.314,0.0439,0.0739,0.7919,8.00E-04,0.0343,0.0359,0.002,9.00E-04,0,0.001,0.058,5.00E-04,5.00E-04,0.0072,0,0,0,0.0034,0.0062
3621,11/30/07,6.9,0.33370591,0.1555,0.0477,0.0832,0.6172,3.00E-04,0.0356,0.0331,0.003,0.0012,0,0,0.0544,6.00E-04,0,0.0113,0.0013,0,8.00E-04,0.0135,0.0029
3622,12/1/07,3.3,0.16581042,0.1657,0.0403,0.0564,0.3096,0.0084,0.025,0.0218,0.0016,2.00E-04,1.00E-04,0,0.0308,0.0012,0,0.0065,4.00E-04,0,0,0.0086,0.0035
3623,12/2/07,9.5,0.37150572,0.1007,0.0208,0.0386,0.463,0.0018,0.0509,0.0141,0.001,6.00E-04,9.00E-04,0,0.0306,0.0012,0.0021,0.0079,8.00E-04,0,0,0,0.0089
3624,12/3/07,3.9,0.62263854,0.0967,0.0182,0.0314,0.3709,0.0034,0.0185,0.0195,0.002,0.0013,0.0018,0,0.0347,5.00E-04,0.0067,0.0087,0,0,0,0.013,0.0038
3625,12/4/07,4.5,0.2534,0.091,0.0201,0.0552,0.3592,0.0033,0.0275,0.0194,0.0021,2.00E-04,0,0,0.0563,0.0018,0.0013,0.0139,0,0,0,0.0041,0.0069
3626,12/5/07,6,0.54642796,0.1376,0.0344,0.0767,0.4237,0.0074,0.0379,0.0278,0.0026,0.001,0.001,0,0.0602,0.002,4.00E-04,0.0281,4.00E-04,0,0,0.0122,0.004
3627,12/6/07,9.5,0.54010476,0.1885,0.0551,0.1491,0.6122,0.0079,0.0629,0.0348,0.004,6.00E-04,5.00E-04,0.0023,0.0875,9.00E-04,0.0013,0.0276,0.0015,0,0,0.0134,0.0078
3628,12/7/07,16.4,0.88279618,0.1734,0.0603,0.2628,0.9662,0.0193,0.0759,0.0342,0.0045,0.0019,0.0016,3.00E-04,0.0875,0.003,0.0068,0.0564,0.0024,0,0.0016,0,0.0093
3629,12/8/07,12.6,0.76380167,0.1895,0.0716,0.1356,1.6155,0.0056,0.0687,0.022,0.002,0.0017,2.00E-04,0,0.0544,0.002,0.0057,0.0379,0.0023,0,0.006,0,0.0102
3630,12/9/07,12.8,0.46664757,0.148,0.0505,0.0922,0.8554,0.0082,0.0787,0.0179,0.0029,7.00E-04,3.00E-04,0,0.041,0.0015,0.0103,0.0263,0.0015,0,0.0018,0.0195,0.01
3631,12/10/07,16.2,0.95961143,0.1684,0.0457,0.1288,1.3427,0.0096,0.0844,0.0274,0.0026,0.0033,0,7.00E-04,0.057,0.0039,0.0048,0.041,0.0017,0.0011,0.0028,0.0093,0.0078
3632,12/11/07,11.4,0.90026113,0.1101,0.0474,0.2676,1.0195,0.0102,0.0497,0.0209,0.0043,0.0026,5.00E-04,0,0.0487,0.0026,0.0116,0.059,0.002,0,0,0.0183,0.0017
3633,12/12/07,4.9,0.52525243,0.1011,0.0338,0.0658,0.6453,0.0026,0.0257,0.0305,0.0019,4.00E-04,0,0,0.0705,0.0012,0,0.01,6.00E-04,0,0.0019,0,0.0024
3634,12/13/07,12.5,0.9508101,0.2694,0.0469,0.0488,0.8489,0.0079,0.0666,0.0363,0.0027,0.0033,0,0,0.0545,0.0018,0.0037,0.0244,0,0,1.00E-04,0.0036,0.0092
3635,12/14/07,8.6,0.93502892,0.2089,0.0369,0.0195,0.9468,0.0018,0.0427,0.0195,0.002,0,0,0,0.0342,8.00E-04,0,0.0096,0.0015,0,0,0.0183,0.0019
3636,12/15/07,7.1,0.34457283,0.2318,0.0343,0.0628,0.5354,0.0096,0.044,0.0375,0.0036,0.0017,2.00E-04,0,0.0427,0.006,0.0018,0.0096,9.00E-04,0,0,0.0032,0.004
3637,12/16/07,3.4,0.59667509,0.1589,0.0218,0.0253,0.3148,0.0074,0.0192,0.0176,0.001,6.00E-04,2.00E-04,0,0.0226,0.0027,0.0027,0.005,0,0,0,0.0184,0.005
3638,12/17/07,4.8,0.27452283,0.083,0.0275,0.041,0.4869,0.0059,0.0233,0.0197,4.00E-04,9.00E-04,7.00E-04,0,0.0446,0.001,0.0043,0.0062,0,0,0.002,0.0084,0.006
3639,12/18/07,18.9,0.8731516,0.1762,0.0508,0.0569,1.6715,0.0223,0.0888,0.0389,0.0043,0.0024,2.00E-04,0,0.1051,0.0021,0.0179,0.0364,0.0015,0,0.0034,0.0055,0.0097
3640,12/19/07,24.9,2.60829323,0.2708,0.0391,0.0516,1.6394,0.0238,0.0796,0.0528,0.0071,0.0072,6.00E-04,0.0016,0.1345,0.0085,0.0132,0.084,0,0,0,0.0105,0.0067
3641,12/20/07,8.6,0.70166713,0.2261,0.0408,0.0475,0.893,0.0077,0.0529,0.0296,0.002,0.0018,2.00E-04,6.00E-04,0.0445,0.0047,0.0065,0.0187,6.00E-04,0,0.0035,7.00E-04,0.0081
3642,12/21/07,,0.45924715,,,,,,,,,,,,,,,,,,,,
3643,12/22/07,18.7,0.64698819,0.3482,0.0377,0.0805,1.3589,0.0263,0.1141,0.0475,0.0064,0.0023,0.0011,0,0.084,0.0047,0.0041,0.0301,0,0,0.0019,0.0057,0.0105
3644,12/23/07,9.5,1.38577091,0.4413,0.0455,0.0247,0.7689,0.0077,0.0512,0.0232,0.0019,0.0014,0,0,0.046,0.001,0.007,0.0151,0.001,0,7.00E-04,0,0.0041
3645,12/24/07,6.3,0.28501319,0.0943,0.0388,0.0632,0.6425,0.0017,0.0417,0.0147,0.0031,0,0.001,0,0.0369,0,0.004,0.0049,0,0,0.0014,0.0084,0.0032
3646,12/25/07,8.4,0.42368765,0.1714,0.027,0.0224,0.9039,0.0013,0.0459,0.0102,2.00E-04,0.0012,3.00E-04,0,0.0319,0.0013,0.0014,0.0036,0,0,0,0,0.0052
3647,12/26/07,,0.73876227,,,,,,,,,,,,,,,,,,,,
3648,12/27/07,,0.51625989,,,,,,,,,,,,,,,,,,,,
3649,12/28/07,,0.73722051,,,,,,,,,,,,,,,,,,,,
3650,12/29/07,,0.78311375,,,,,,,,,,,,,,,,,,,,
3651,12/30/07,,0.41518618,,,,,,,,,,,,,,,,,,,,
3652,12/31/07,,0.44694132,,,,,,,,,,,,,,,,,,,,
3653,1/1/08,,0.60559791,,,,,,,,,,,,,,,,,,,,
3654,1/2/08,,0.49099949,,,,,,,,,,,,,,,,,,,,
3655,1/3/08,,0.29164583,,,,,,,,,,,,,,,,,,,,
3656,1/4/08,,0.62611714,,,,,,,,,,,,,,,,,,,,
3657,1/5/08,,0.79109836,,,,,,,,,,,,,,,,,,,,
3658,1/6/08,,0.94570962,,,,,,,,,,,,,,,,,,,,
3659,1/7/08,,1.62367231,,,,,,,,,,,,,,,,,,,,
3660,1/8/08,11.7,1.28283178,0.3691,0.0433,0.0567,0.9994,0.0063,0.0599,0.0291,0.0037,0.0047,5.00E-04,0,0.0628,0.0025,0.0028,0.0129,0,0,6.00E-04,0,0.0124
3661,1/9/08,3.6,0.27006319,0.1534,0.0381,0.064,0.4608,0.0029,0.0185,0.02,0.0022,6.00E-04,4.00E-04,0,0.0398,8.00E-04,0.0054,0.0023,0,0,0,0.0029,4.00E-04
3662,1/10/08,8.6,0.42420854,0.154,0.0821,0.1322,0.6331,0.0051,0.0537,0.038,0.0051,5.00E-04,4.00E-04,0,0.11,7.00E-04,0.0038,0.0148,9.00E-04,9.00E-04,0,0,0.0069
3663,1/11/08,8,1.28995739,0.1801,0.0472,0.0428,1.107,0.002,0.0449,0.0219,0.0019,7.00E-04,2.00E-04,2.00E-04,0.041,0.0019,7.00E-04,0.009,0,0,0,0,0.0048
3664,1/12/08,8.2,0.40619028,0.182,0.0155,0.0245,0.7972,0.0022,0.0456,0.0227,0.0025,9.00E-04,7.00E-04,0,0.0609,0.001,0.0032,0.0182,3.00E-04,0,0.0026,0.0097,0.0056
3665,1/13/08,2.9,0.34104514,0.3449,0.0236,0.023,0.311,0.1081,0.0223,0.0161,0.0016,0.0016,2.00E-04,0,0.0268,7.00E-04,0,0.004,9.00E-04,0,0,0.0125,0.001
3666,1/14/08,5.8,0.35695035,0.1781,0.0205,0.0311,0.4881,0.0016,0.0329,0.0129,0.001,0.0017,3.00E-04,0,0.0217,0.0036,3.00E-04,0.0054,2.00E-04,0,0,0.0046,0.0052
3667,1/15/08,6,0.7601066,0.1204,0.0357,0.0162,0.4338,0.0017,0.0323,0.0157,9.00E-04,0.0011,0,4.00E-04,0.0361,0.0033,0.0035,0.0085,0,0,0,0.0029,0.0076
