ent,Date,pm25,bc,Sodium,Al,Si,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Ba,Pb
3668,1/16/08,6.2,0.42424826,0.1693,0.0559,0.0851,0.5027,0.0207,0.0404,0.0403,0.0033,0.0022,7.00E-04,0,0.0729,0.005,0.003,0.0194,0,0,2.00E-04,0.014,7.00E-04
3669,1/17/08,10.5,0.90732453,0.2284,0.053,0.0838,0.5829,0.0059,0.047,0.0364,0.0043,0.0017,6.00E-04,0,0.1073,0.0021,0.0048,0.0183,0.0018,5.00E-04,6.00E-04,0.0111,0.0019
3670,1/18/08,4.9,0.46834447,0.1172,0.0326,0.0544,0.5781,6.00E-04,0.0259,0.023,0.0017,0.0015,0,0,0.0427,0.0018,0.0021,0.0055,0,0,0,0.0079,0.0015
3671,1/19/08,7.5,0.39423425,0.1462,0.0401,0.0639,0.5944,0.0018,0.0478,0.0234,0.0031,2.00E-04,7.00E-04,0,0.0472,0.0015,0.0025,0.0071,5.00E-04,0,0,0.0243,0.007
3672,1/20/08,5,0.22580679,0.1133,0.0355,0.0479,0.5354,0,0.0393,0.0224,0.0012,0,0,0,0.0245,0.0013,3.00E-04,0.003,7.00E-04,0,0,0.0051,0.0054
3673,1/21/08,11.4,0.35219679,0.167,0.0657,0.0947,0.8202,0.0029,0.0753,0.0316,0.0038,0.0011,3.00E-04,0,0.0779,0.0029,0.0039,0.0169,0,0,7.00E-04,0.0203,0.0025
3674,1/22/08,10,0.60099093,0.1614,0.0402,0.0431,0.9737,0.0018,0.0415,0.0222,0.0021,0.0019,6.00E-04,6.00E-04,0.046,0.0024,0.0041,0.0111,0,0,0,0.0074,0.0041
3675,1/23/08,8.4,0.43285878,0.1703,0.0305,0.0582,0.9404,0.0035,0.0391,0.0304,0.0035,9.00E-04,8.00E-04,0.001,0.058,0.0016,0.0033,0.0149,0.001,0,0.0012,0.007,0.0038
3676,1/24/08,10.5,0.45636699,0.1664,0.0526,0.0565,0.8759,0.0045,0.0502,0.0314,0.0018,0.0014,0,0,0.0412,0.0019,0.0015,0.012,0.0011,0,0,0.0059,0.0034
3677,1/25/08,8.8,0.36223949,0.2526,0.0576,0.0873,0.6979,0.0028,0.0536,0.0415,0.0047,0.0022,2.00E-04,0,0.0747,0.0025,0.0077,0.022,0,0,9.00E-04,0,0.0096
3678,1/26/08,11.8,0.4664715,0.1753,0.0418,0.0608,0.873,0.0026,0.0545,0.0238,0.003,0.0029,0.0012,0,0.0554,0.0023,0,0.0124,0,0,0,3.00E-04,0.0074
3679,1/27/08,6,0.47644114,0.3883,0.0398,0.0302,0.6068,0.0479,0.0414,0.0291,0.0032,0.0026,2.00E-04,0,0.0236,0.001,0.0025,0.0052,0,0,0.0014,0.0075,0.0072
3680,1/28/08,8.9,0.27432297,0.1521,0.0237,0.048,0.9504,0.0154,0.0504,0.0295,0.0033,0.0015,5.00E-04,0,0.0435,0.0025,8.00E-04,0.0123,0,0,0.0023,0.0049,0.0171
3681,1/29/08,16,0.92915022,0.5572,0.0657,0.0769,1.3737,0.0122,0.0733,0.0542,0.0099,0.0027,4.00E-04,0.0024,0.1223,0.0047,0.0033,0.0194,0,0,0.0029,0.0018,0.0085
3682,1/30/08,7.5,0.60934872,0.376,0.0615,0.0987,0.7534,0.0041,0.0449,0.0421,0.0033,3.00E-04,7.00E-04,0,0.0486,0,0.0052,0.0076,9.00E-04,0,0.0016,0.002,0.0103
3683,1/31/08,9.2,0.39979561,0.3836,0.0613,0.1096,0.7781,0.0056,0.0548,0.0671,0.0059,4.00E-04,8.00E-04,0,0.0783,9.00E-04,0.0052,0.0131,9.00E-04,0,0,0.0029,0.0072
3684,2/1/08,5.2,0.65646673,0.3052,0.0377,0.0384,0.5663,0.0051,0.0311,0.0281,0.0037,7.00E-04,7.00E-04,0,0.0313,0.0019,0.0021,0.0056,6.00E-04,0,0.0021,0.0033,0.0058
3685,2/2/08,7,0.25587566,0.1411,0.0229,0.0333,1.2449,8.00E-04,0.0258,0.0175,0.0037,4.00E-04,0.0012,0,0.0346,0,0.0072,0.0094,5.00E-04,0,0,0.0323,0.004
3686,2/3/08,13.9,0.29334099,0.2239,0.0688,0.0788,2.116,0.0032,0.0643,0.0291,0.0047,0.0026,0,0,0.0638,0.0022,0.006,0.0156,0,0.0011,0.0039,0.0104,0.0074
3687,2/4/08,13.1,0.81290564,0.1982,0.0544,0.0784,1.7071,0.003,0.0424,0.0301,0.0044,0.0018,0.0011,0,0.0843,0.0014,0.0065,0.0114,7.00E-04,0,0,0.0177,0.0072
3688,2/5/08,13.3,0.95749197,0.1509,0.0192,0.0398,1.2395,0.0036,0.0536,0.0258,0.0019,0.0046,0.001,0,0.0494,0.0034,0.0025,0.0143,0.001,0,0.0029,0,0.0079
3689,2/6/08,4.2,1.04789798,0.1639,0.0062,0.0324,0.431,0.0016,0.0179,0.0186,0.0013,0.0029,6.00E-04,9.00E-04,0.0325,0.0011,0,0.0064,0,0,0,0,0.0052
3690,2/7/08,7.5,0.51916383,0.1758,0.0218,0.0212,0.74,0.0012,0.0346,0.0251,0.0012,0.0018,4.00E-04,0,0.0377,0.0017,0.0016,0.0087,9.00E-04,0,0,0,0.0055
3691,2/8/08,13,0.88956281,0.229,0.0302,0.0262,1.1941,0.0034,0.0607,0.0157,0.0025,0.0014,0,0,0.042,0.0029,8.00E-04,0.016,0,0,0,0.0114,0.0045
3692,2/9/08,10.8,0.68457538,0.1634,0.0327,0.0172,1.2623,0.002,0.0385,0.0088,0.0013,8.00E-04,0,0,0.0264,0.0015,0.0018,0.0141,0,0,8.00E-04,0.0031,0.0021
3693,2/10/08,5.3,0.38616595,0.1651,0.0469,0.0575,0.632,0.0099,0.0258,0.0253,0.0015,2.00E-04,0,0,0.0258,5.00E-04,0.0025,0.0047,8.00E-04,0,0,0.0043,0.0018
3694,2/11/08,5.2,0.22939593,0.3265,0.0494,0.0481,0.5528,0.0477,0.0316,0.0267,0.0025,4.00E-04,1.00E-04,0,0.0283,0,0.0041,0.0056,0,0,0,0,0.0061
3695,2/12/08,6.9,0.49384215,0.1779,0.0284,0.0677,0.6229,0.0021,0.0371,0.0248,0.0026,0.0011,4.00E-04,0,0.0592,0.0014,0,0.0084,0.0013,0,0,0,0.007
3696,2/13/08,8.1,1.29363787,0.1125,0.0502,0.0425,1.2675,0.0042,0.045,0.0287,0.0026,0.0024,8.00E-04,2.00E-04,0.0715,0.0045,0.0049,0.0248,3.00E-04,0,0,0,0.0052
3697,2/14/08,7.5,0.37303839,0.143,0.0394,0.0558,0.7993,0.0014,0.0419,0.0227,0.0027,9.00E-04,0,0,0.0439,0.0015,0.0069,0.0098,0,0,0.0019,0,0.0028
3698,2/15/08,7.1,0.47427674,0.1011,0.0312,0.063,0.9175,0.0043,0.0341,0.03,0.0043,0.0017,7.00E-04,0,0.0388,5.00E-04,0.0042,0.005,0,0,0.0032,0.0032,0.0041
3699,2/16/08,8.4,0.25219757,0.1221,0.0297,0.0719,0.7306,0.0028,0.0612,0.0246,0.0049,0.0015,2.00E-04,3.00E-04,0.0494,0.0013,0.006,0.0104,7.00E-04,0,0.0015,0.0098,0.0067
3700,2/17/08,5,0.44416319,0.482,0.02,0.0287,0.6387,0.1894,0.0309,0.0202,3.00E-04,7.00E-04,2.00E-04,2.00E-04,0.0163,3.00E-04,0.0012,0.0036,0,0,7.00E-04,0.0184,0.0038
3701,2/18/08,5.8,0.32127778,0.311,0.0276,0.0259,0.8578,8.00E-04,0.0235,0.016,0.0016,5.00E-04,0,0,0.0321,2.00E-04,0.0047,0.0079,4.00E-04,0,2.00E-04,0.012,0.0029
3702,2/19/08,6.4,0.3011066,0.098,0.0415,0.0565,0.8682,0.0046,0.0295,0.0251,0.0019,0.0012,1.00E-04,7.00E-04,0.0364,0,0.001,0.007,0,0,7.00E-04,0.0108,0.0051
3703,2/20/08,8.7,0.31576319,0.3427,0.0518,0.0914,1.0043,0.0066,0.043,0.0357,0.0023,3.00E-04,0,0,0.0516,1.00E-04,0.0024,0.0098,0,0,8.00E-04,0.0116,0.0088
3704,2/21/08,5.8,0.36013854,0.2201,0.0505,0.0898,0.4638,0.004,0.0373,0.0386,0.0031,6.00E-04,0,0,0.0486,0.0011,5.00E-04,0.0049,3.00E-04,0,4.00E-04,0.0106,0.0037
3705,2/22/08,6.9,0.75873958,0.1628,0.0324,0.0399,0.588,0.0015,0.0384,0.0205,5.00E-04,0.002,0,0,0.0289,0.0037,0.003,0.0089,0,0,0.0025,0.0107,0.0055
3706,2/23/08,10.2,0.62843924,0.159,0.0414,0.0302,1.2217,0.0026,0.0556,0.0148,0.0011,0.0024,3.00E-04,0,0.0291,0.0025,0.0031,0.0083,0,0,0.0012,1.00E-04,0.0025
3707,2/24/08,10.5,0.41785278,0.1381,0.0355,0.0466,1.1346,0.0113,0.0622,0.0141,0.0016,7.00E-04,3.00E-04,6.00E-04,0.0335,6.00E-04,0.0038,0.008,0.0013,0,0.0015,0.0171,0.0053
3708,2/25/08,17.9,0.58782639,0.3679,0.0768,0.0866,1.8593,0.0184,0.0726,0.0396,0.0045,0.0017,5.00E-04,0,0.0967,0.0023,0.0063,0.0203,7.00E-04,0,0.0043,0.002,0.004
3709,2/26/08,22.3,1.29086285,0.3524,0.0651,0.1626,2.2876,0.0177,0.0686,0.0383,0.0048,0.0039,6.00E-04,0.0012,0.1026,0.0026,0.006,0.0325,0,0,0.0019,0,0.0072
3710,2/27/08,7.7,0.54700347,0.1352,0.0434,0.04,1.0582,0.0011,0.0356,0.0189,0.0027,0.0011,2.00E-04,0,0.0324,0.0015,6.00E-04,0.0073,0.0013,0,0.0017,8.00E-04,0.0055
3711,2/28/08,4.5,0.31933576,0.2855,0.0343,0.0476,0.3529,0.0051,0.0338,0.0214,0.0018,0.0023,8.00E-04,0,0.0291,3.00E-04,4.00E-04,0.005,0,0.0014,0.0039,0,0.0061
3712,2/29/08,7,0.37137222,0.2167,0.0409,0.05,0.516,0.0026,0.0322,0.0207,0.0021,7.00E-04,0,0,0.0367,0.0013,0.0044,0.0068,0,0,0.0017,0.0196,0.011
3713,3/1/08,8.6,0.42971424,0.2675,0.049,0.1301,1.1853,7.00E-04,0.0372,0.0149,0.0021,0.0013,2.00E-04,0,0.027,0.0013,0.0046,0.0224,0,0,0,0.0086,0.0061
3714,3/2/08,7.2,0.28756146,0.1824,0.0438,0.1033,0.847,0.0064,0.0511,0.0295,0.0024,0.0017,0,0,0.0505,0.0017,0.004,0.0105,3.00E-04,0,9.00E-04,0.0123,0.0078
3715,3/3/08,11.5,0.53825868,0.7181,0.0815,0.1184,1.5318,0.0137,0.0592,0.041,0.004,0.0034,6.00E-04,0.0011,0.0565,9.00E-04,0.0067,0.0165,6.00E-04,8.00E-04,0.0033,0.0211,0.0057
3716,3/4/08,6,0.58890972,0.2168,0.0457,0.066,0.9214,0.0018,0.0341,0.021,0.0011,0.002,6.00E-04,0.0028,0.0393,5.00E-04,4.00E-04,0.0098,0,0.0017,7.00E-04,0.0138,0.0052
3717,3/5/08,5.2,0.42760035,0.2089,0.0361,0.0682,0.6825,0.0032,0.0271,0.0227,0.0022,0.0011,1.00E-04,0,0.0341,0.001,0.0044,0.0082,0.0012,0,0,0.0087,0.0066
3718,3/6/08,10.8,0.51289583,0.2945,0.0713,0.0886,0.8732,0.0063,0.0432,0.0401,0.0053,0.0038,0.0011,0,0.1033,0.0025,0.0048,0.0185,0,4.00E-04,0,0.0088,0.0031
3719,3/7/08,5.4,0.89286285,0.3141,0.0289,0.0441,0.5699,0.0026,0.0256,0.0242,0.0033,0.0024,4.00E-04,0,0.0327,0.0018,0.0021,0.006,0,0,0.0015,0.0114,0.0023
3720,3/8/08,4.4,0.47518542,0.2813,0.0595,0.2102,0.5946,0.0346,0.0298,0.0247,0.0037,9.00E-04,7.00E-04,0,0.0381,0,0.0022,0.0236,0,0,0,0,0.0042
3721,3/9/08,5,0.14053659,0.174,0.049,0.0709,0.68,5.00E-04,0.0251,0.0247,0.0011,9.00E-04,2.00E-04,0,0.0328,8.00E-04,0.0025,0.0051,5.00E-04,0.001,6.00E-04,0.0093,0.0074
3722,3/10/08,4.9,0.27408993,0.1311,0.0439,0.0701,0.5806,0.002,0.0322,0.0245,0.0027,7.00E-04,3.00E-04,0.0029,0.0409,7.00E-04,0.0032,0.0073,0.0014,0,0.0017,0.0159,0.006
3723,3/11/08,13,0.39700139,0.1753,0.0681,0.1128,1.5214,0.0029,0.0482,0.0246,0.0035,0.0014,7.00E-04,0,0.0573,7.00E-04,0.006,0.0184,0,0,7.00E-04,0.0058,0.0054
3724,3/12/08,11.2,0.64901597,0.2265,0.0433,0.0785,1.7019,0.0013,0.0366,0.0399,0.0032,0.0022,7.00E-04,3.00E-04,0.044,0.0019,0.0054,0.0165,7.00E-04,6.00E-04,0.0015,0.0051,0.0075
3725,3/13/08,6.2,0.25639653,0.1798,0.0478,0.0735,0.5583,0.0032,0.037,0.0296,0.0031,0.0013,6.00E-04,4.00E-04,0.0628,0.0018,0.0028,0.0093,9.00E-04,0,0,0.0034,0.0053
3726,3/14/08,9.3,0.71926562,0.4725,0.0542,0.1113,0.8991,0.0052,0.0352,0.0325,0.0039,0.0025,8.00E-04,0,0.0456,0.0013,0.0071,0.0145,0,0.0027,8.00E-04,0,0.0077
3727,3/15/08,6,0.30193403,0.3063,0.0328,0.0294,0.9533,9.00E-04,0.0213,0.0107,0.0018,0.0039,0,0,0.0193,0.0019,0.0028,0.0072,8.00E-04,0,0.0027,0.0131,0.0079
3728,3/16/08,7.3,0.32692535,0.265,0.0343,0.0447,1.1622,0.0012,0.0299,0.0159,0.0023,2.00E-04,2.00E-04,4.00E-04,0.0286,8.00E-04,0.0016,0.0067,0.0013,0,0.0011,0.0303,0.0018
3729,3/17/08,4.7,0.20125868,0.0892,0.0558,0.091,0.4126,0.0029,0.0329,0.031,0.0046,0.0013,5.00E-04,0,0.0598,0.0013,0.0019,0.0098,0.0016,0,0.0016,0.0172,0.002
3730,3/18/08,5.1,0.44998958,0.2509,0.066,0.0909,0.3277,0.0034,0.0336,0.0433,0.0044,8.00E-04,0.0032,0.0017,0.0732,0.0026,0.0039,0.0105,0.0016,0,5.00E-04,0.0079,0.0043
3731,3/19/08,6.7,0.57350868,0.0935,0.031,0.0256,0.527,0.001,0.0202,0.0108,0.0011,0.0021,7.00E-04,0,0.0277,0.0011,2.00E-04,0.005,6.00E-04,0,0,0.0067,0.0054
3732,3/20/08,3.4,0.577025,0.0958,0.0282,0.0392,0.4742,0.0018,0.0166,0.0189,0.0012,3.00E-04,4.00E-04,0,0.0227,8.00E-04,0.0016,0.0035,0,0,0,0.0165,0.0031
3733,3/21/08,3.2,0.18588378,0.1427,0.0383,0.077,0.3556,0.0074,0.0241,0.026,0.003,3.00E-04,8.00E-04,0,0.0298,9.00E-04,0.005,0.0048,0,0,5.00E-04,0.0071,0.0101
3734,3/22/08,3.7,0.17637615,0.0452,0.026,0.056,0.4042,0.0012,0.0298,0.0221,0.0023,4.00E-04,3.00E-04,0,0.0258,0.0015,0.003,0.0038,0.0017,0,0,0.0025,0.0053
3735,3/23/08,5.4,0.17412778,0.0296,0.0483,0.0974,0.5096,0.0016,0.0404,0.0296,0.0044,0.0019,8.00E-04,0,0.0595,0.0019,8.00E-04,0.0097,0,0,0.0017,0.0038,0.0079
3736,3/24/08,7.5,0.59273686,0.249,0.0701,0.1662,0.6818,0.0035,0.0507,0.0601,0.006,0.0023,2.00E-04,0.0027,0.1076,0.0025,0.0055,0.0161,0,0,0,0,0.0056
3737,3/25/08,8.5,0.42839583,0.4029,0.0981,0.368,0.9343,0.0303,0.0575,0.0545,0.0048,0.0011,0.001,0.0018,0.0909,7.00E-04,0.0025,0.0495,5.00E-04,0,0.0045,0.0126,0.0068
3738,3/26/08,7.6,0.28254757,0.2052,0.0763,0.1171,1.1596,9.00E-04,0.048,0.0348,0.0035,0.0011,0.0012,0.0019,0.0646,0.0026,0.0037,0.0079,0.002,0,0.001,0.0201,0.0051
3739,3/27/08,8.9,0.45691493,0.1463,0.063,0.1086,0.8062,0.0011,0.0368,0.0205,0.0028,0.0014,6.00E-04,0,0.0597,0.0016,0.0013,0.0084,6.00E-04,0,0,0.0053,0.0055
3740,3/28/08,6.1,0.53490104,0.2167,0.0312,0.0317,0.6009,8.00E-04,0.0256,0.0244,0.004,5.00E-04,7.00E-04,0.0034,0.0294,0.0016,0.0037,0.0084,6.00E-04,0,0.0014,0.0063,0.0049
3741,3/29/08,4.4,0.22260417,0.4017,0.0189,0.0476,0.3435,0.0978,0.032,0.0326,0.0022,0.001,5.00E-04,0,0.0216,6.00E-04,0.0041,0.0056,0,0,0.0039,0.0042,0.0061
3742,3/30/08,6,0.19144735,0.19,0.0399,0.0444,0.4968,0.0014,0.0341,0.0157,0.0021,0.002,0,0,0.031,5.00E-04,0.003,0.006,7.00E-04,0,7.00E-04,0.0137,0.0034
3743,3/31/08,4.7,0.55106561,0.4275,0.0324,0.0428,0.4877,0.1668,0.0308,0.022,0.0012,0.0012,0,7.00E-04,0.031,6.00E-04,0.0028,0.0029,9.00E-04,0,0.0011,0,0.0048
3744,4/1/08,5.6,0.27737049,0.5037,0.0248,0.0416,0.8116,0.0274,0.0271,0.0253,0.0014,0.0012,9.00E-04,0,0.027,0,0.0028,0,0.0012,0,4.00E-04,0.0117,0.0023
3745,4/2/08,6,0.22093891,0.1292,0.136,0.2374,0.7258,0.0013,0.0571,0.048,0.0045,5.00E-04,2.00E-04,0.0037,0.0761,0.0022,0.003,0.0054,9.00E-04,7.00E-04,8.00E-04,0.021,0.0045
3746,4/3/08,6.2,0.33030835,0.2431,0.0869,0.1392,0.7364,0.003,0.048,0.0337,0.0046,0.0019,0.0015,0,0.0667,0.0017,0.0026,0.0064,0,0,0.0018,0.0134,0.0046
3747,4/4/08,3.5,0.58846148,0.0987,0.0207,0.0178,0.4179,6.00E-04,0.0128,0.0074,0.001,9.00E-04,2.00E-04,0,0.0282,9.00E-04,0,0.0046,0.0013,0,0,0.0123,0.0049
3748,4/5/08,6.9,0.73504496,0.1674,0.0201,0.0195,0.8472,0.001,0.0254,0.0146,0.0031,0.0061,2.00E-04,0,0.0422,0.0018,0.0034,0.0062,0,0,0.0012,0.0153,0.005
3749,4/6/08,5.6,0.29613648,0.5187,0.0191,0.0357,0.7448,0.2178,0.029,0.0233,0.0016,0.0012,0,0,0.0266,0.0012,0.0016,0.0034,9.00E-04,0,0,0.0138,0.0021
3750,4/7/08,8.2,0.33064579,1.3608,0.0588,0.0661,0.6225,1.0115,0.0626,0.0634,0.0025,0.0021,5.00E-04,3.00E-04,0.0514,0.0021,0.0062,0.012,0,0,0.0023,0.0101,0.0061
3751,4/8/08,8.1,0.45993768,0.6558,0.035,0.0812,0.7828,0.0453,0.0397,0.0449,0.0052,0.0024,7.00E-04,1.00E-04,0.0781,0.0021,0.0044,0.0081,0.0018,0,0,0.0027,0.0022
3752,4/9/08,7.9,1.09297743,0.4201,0.0576,0.0894,0.882,0.0023,0.0366,0.0365,0.0051,0.0037,3.00E-04,0.0027,0.0785,0.0024,0.0054,0.0084,0,0,0.0015,0.0125,0.0095
3753,4/10/08,5,0.38666933,0.1033,0.0594,0.0991,0.68,0.0027,0.0284,0.0301,0.0028,6.00E-04,3.00E-04,2.00E-04,0.0633,0.0017,0.0068,0.0051,0,0,0.001,0,0.0039
3754,4/11/08,7.9,0.62643692,0.1812,0.0568,0.0945,0.7603,0.0024,0.0361,0.0325,0.0048,0.0021,0,0,0.0751,8.00E-04,0.0061,0.0104,0.001,0,6.00E-04,0.0238,0.0074
3755,4/12/08,10.1,0.76141493,0.2259,0.0285,0.023,1.2074,0.0024,0.0268,0.0151,0.0013,0.0105,0,0,0.0472,0.0024,5.00E-04,0.0089,4.00E-04,0.0031,9.00E-04,6.00E-04,0.0092
3756,4/13/08,,0.27490521,,,,,,,,,,,,,,,,,,,,
3757,4/14/08,,0.26188258,,,,,,,,,,,,,,,,,,,,
3758,4/15/08,,0.44632205,,,,,,,,,,,,,,,,,,,,
3759,4/16/08,7.6,0.68443229,0.09,0.1158,0.2025,0.6258,0.0039,0.0471,0.0549,0.0092,0.0031,0.001,0,0.1261,0.0034,0.0073,0.0131,0,1.00E-04,4.00E-04,0.0389,0.0078
3760,4/17/08,6.9,0.73824826,0.1141,0.1298,0.236,0.6297,0.0033,0.0553,0.0664,0.0077,0.0018,0.001,0.0021,0.1505,1.00E-04,0.0039,0.0161,0,0,0.0036,0.0341,0.0128
3761,4/18/08,15.4,0.9193059,0.2076,0.188,0.3948,0.9938,0.0086,0.0979,0.1181,0.0175,0.0033,7.00E-04,0.001,0.3047,0.0022,0.0103,0.0294,0,0,0.0017,0.0175,0.0073
3762,4/19/08,13.7,1.40696076,0.6428,0.1363,0.2311,1.4658,0.0052,0.0812,0.068,0.0074,0.0125,3.00E-04,0.001,0.1155,0.0039,0.005,0.0099,0,0,0,0.0146,0.0082
3763,4/20/08,8.9,0.51854792,0.8564,0.0537,0.0931,0.9446,0.1035,0.0543,0.044,0.003,0.002,0,0,0.0495,7.00E-04,0.0023,0.0064,5.00E-04,0,0,0,0.0044
3764,4/21/08,9.1,0.60321007,0.8974,0.0519,0.1104,0.615,0.2411,0.0527,0.0528,0.0065,0.0011,8.00E-04,0,0.0809,9.00E-04,0.0058,0.0196,0,0,3.00E-04,0.0129,0.0141
3765,4/22/08,9.8,1.00165278,0.8034,0.1388,0.2453,0.7014,0.0737,0.0724,0.0814,0.0091,0.0018,0.0014,0,0.1301,9.00E-04,0.0055,0.0103,0,0,0.004,0.0262,0.0051
3766,4/23/08,14.7,0.7075625,0.5705,0.1747,0.304,1.9039,0.0059,0.0737,0.071,0.0096,1.00E-04,2.00E-04,2.00E-04,0.1431,3.00E-04,0.002,0.0275,9.00E-04,0,0.0033,2.00E-04,0.0046
3767,4/24/08,7.2,0.41482604,0.1006,0.153,0.2762,0.5775,0.0025,0.059,0.0733,0.0072,0.0011,0,0.0056,0.115,0.0035,0.0036,0.0163,0,0,0,0.0101,0.0038
3768,4/25/08,6.2,0.5689184,0.1473,0.1,0.1898,0.442,0.0022,0.0463,0.0581,0.0071,9.00E-04,3.00E-04,0,0.0902,0.0013,0.0023,0.0092,0,0,0.0015,0.0087,0.0074
3769,4/26/08,4.4,0.4138184,0.2038,0.0752,0.0915,0.4076,0.0415,0.0331,0.0269,0.0028,0.0015,7.00E-04,0,0.039,6.00E-04,0,0.0034,0,0,0,0.0094,0.01
3770,4/27/08,5.9,0.20478472,0.3644,0.018,0.062,0.8637,0.0011,0.0335,0.0368,0.0031,7.00E-04,0.001,0,0.0426,8.00E-04,0.0071,0.0037,0,0,0.0038,0.0294,0.0093
3771,4/28/08,5.2,0.5820816,0.2362,0.0319,0.0562,0.6345,0.0011,0.0262,0.022,0.0048,0.0025,0.0031,7.00E-04,0.0547,0.0017,0.0029,0.0056,0,0,0,0.0136,0.0029
3772,4/29/08,3.6,0.53305,0.082,0.0359,0.0484,0.418,0.0011,0.024,0.0246,0.0016,9.00E-04,0.0015,0,0.04,5.00E-04,0.0012,0.0037,6.00E-04,0,0,0.0073,0.0092
3773,4/30/08,6.7,0.36136111,0.1682,0.0749,0.1427,0.7011,0.0028,0.047,0.0498,0.0048,0.0011,0.0012,4.00E-04,0.0704,0.0019,0.0063,0.0097,4.00E-04,0,0.0021,0.0115,0.0044
3774,5/1/08,10.2,0.527,0.1945,0.0767,0.1182,1.0836,0.0041,0.0498,0.0344,0.0033,0.0018,0.0011,0,0.0693,0.002,0.006,0.0096,0,0,0.0016,0.0132,0.0068
3775,5/2/08,10.8,0.81363715,0.35,0.0817,0.089,1.3674,0.002,0.0434,0.0347,0.005,0.0022,0.0013,0,0.0657,6.00E-04,5.00E-04,0.006,0.0022,0,0.0023,0,0.0101
3776,5/3/08,3.4,0.33024965,0.2475,0.0346,0.0636,0.4192,0.0014,0.0232,0.0202,0.0021,0.0013,5.00E-04,0,0.0399,0.0028,0.0056,0.0027,6.00E-04,0,2.00E-04,0.0061,0.0045
3777,5/4/08,6.5,0.32308854,0.1649,0.0244,0.0248,0.7973,5.00E-04,0.0228,0.011,0.0021,0.0017,3.00E-04,8.00E-04,0.0311,0.003,0.0028,0.0058,0,0,4.00E-04,0.0134,0.007
3778,5/5/08,8.4,0.69883507,0.0943,0.0739,0.1277,0.6646,0,0.0375,0.0468,0.0065,0.0026,5.00E-04,0,0.0954,0.0022,0.0029,0.0152,0.0023,0,4.00E-04,0,0.0077
3779,5/6/08,11.4,1.18815035,0.0937,0.1424,0.2592,0.7604,0.0056,0.0654,0.0802,0.0089,0.0012,4.00E-04,0.0036,0.1422,0.0011,0.0049,0.0172,0,0,0.0023,0.0023,0.0066
3780,5/7/08,11.1,0.56594583,0.1822,0.135,0.2162,1.1496,0.0044,0.064,0.062,0.0071,0.0016,1.00E-04,0,0.0792,7.00E-04,0.0034,0.0059,5.00E-04,0,1.00E-04,0.0109,0.0047
3781,5/8/08,12,0.66573611,0.2469,0.0964,0.1752,1.0247,0.0045,0.0521,0.0519,0.0062,5.00E-04,6.00E-04,0,0.0834,7.00E-04,0.0043,0.0138,0.0021,7.00E-04,8.00E-04,0.0167,0.0069
3782,5/9/08,3.5,0.42567118,0.1364,0.0339,0.0507,0.1974,0.0477,0.0205,0.0298,0.002,0.0037,0,0,0.0382,0.0014,0.0049,0.011,0.0012,0,0,0.0155,0.0018
3783,5/10/08,5.2,0.2946066,0.3269,0.0179,0.0442,0.3293,0.0237,0.0267,0.0297,0.0017,9.00E-04,0,0,0.036,0.0018,0.0023,0.0044,0,0,0,0.029,0.0063
3784,5/11/08,3.3,0.26799868,0.2737,0.0382,0.0453,0.1603,0.1817,0.0177,0.0199,0.0018,0.002,6.00E-04,0,0.0355,0.0013,0.0011,0.0036,0,0,1.00E-04,0,0.0079
3785,5/12/08,5.3,0.26483854,0.8007,0.0743,0.1035,0.1913,0.5828,0.0407,0.0611,0.0032,0.0018,9.00E-04,0,0.0578,0.0022,0.007,0.0054,3.00E-04,0,2.00E-04,0.0407,0.0025
3786,5/13/08,5.3,0.40509375,0.2069,0.1029,0.1834,0.3196,0.0327,0.0374,0.0629,0.0072,0.0028,0.0015,0.0016,0.1384,0.0021,0.0528,0.0194,0.0014,0,0.0061,0.0144,0.0052
3787,5/14/08,4.1,0.75105799,0.1728,0.0879,0.1522,0.2825,0.0121,0.0349,0.0404,0.0043,0.0011,1.00E-04,0,0.0766,6.00E-04,0.0028,0.0082,0.0011,0,0,0.0216,0.0025
3788,5/15/08,8.8,0.56337292,0.1725,0.1277,0.212,0.7815,0.0033,0.0459,0.0493,0.0062,0.0013,1.00E-04,0,0.1047,0.0018,0.0038,0.0126,0,0,0.0019,0.0195,0.0065
3789,5/16/08,5.3,0.72605556,0.0913,0.0669,0.1228,0.352,0.0017,0.0307,0.0352,0.0043,0.002,0,0.0021,0.0695,0.0021,0.0028,0.0126,0,0,0.0012,0.0124,0.0041
3790,5/17/08,7.9,0.41813889,0.0927,0.0881,0.1496,0.7444,8.00E-04,0.0435,0.0379,0.0039,0.0013,3.00E-04,0,0.064,9.00E-04,7.00E-04,0.0096,0,0.0033,0,0.0377,0.006
3791,5/18/08,7.2,0.26829583,0.1588,0.0378,0.0764,0.7384,0.0014,0.0244,0.0238,0.0022,5.00E-04,2.00E-04,0,0.0441,0.0021,0.0031,0.004,0,0,5.00E-04,0,0.0066
3792,5/19/08,5.1,0.19666771,0.1346,0.0525,0.1052,0.5259,0.0011,0.0197,0.0383,0.0013,0,1.00E-04,0,0.0379,0,0.0025,0.0017,0,0,0.0029,0,0.0061
3793,5/20/08,,0.32796007,,,,,,,,,,,,,,,,,,,,
